INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
630	M§t Chiªn Th¤t	64	64	ZBS_Xiuxi.Scene	ZBS_Xiuxi.path	ZBS_Xiuxi.wCollision	WD_Xiuxi.jpg	141	60000	WD_Xiuxi	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	M§t Chiªn Th¤t	0.2;0.2	0	
631	Hi Hoàng Th¥n Vñc	320	320	zhengding1.scene	zhengding1.path	zhengding1.WCollision	zhengding1.jpg	2143	60000	zhengding1	0	0	0	0	Sign1	MiniMap_Icon2	zhengding1_Normal	MiniMap_Icon2	zhengding1_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
632	Oa Hoàng Th¥n Vñc	320	320	zhengding2.scene	zhengding2.path	zhengding2.WCollision	zhengding2.jpg	2143	60000	zhengding2	0	0	0	0	Sign1	MiniMap_Icon2	zhengding2_Normal	MiniMap_Icon2	zhengding2_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
633	Nông Hoàng Th¥n Vñc	320	320	zhengding3.scene	zhengding3.path	zhengding3.WCollision	zhengding3.jpg	2143	60000	zhengding3	0	0	0	0	Sign1	MiniMap_Icon2	zhengding3_Normal	MiniMap_Icon2	zhengding3_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
634	Sào Hoàng Th¥n Vñc	320	320	zhengding4.scene	zhengding4.path	zhengding4.WCollision	zhengding4.jpg	2143	60000	zhengding4	0	0	0	0	Sign1	MiniMap_Icon2	zhengding4_Normal	MiniMap_Icon2	zhengding4_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
635	Nhân Hoàng Th¥n Vñc	320	320	zhengding5.scene	zhengding5.path	zhengding5.WCollision	zhengding5.jpg	2143	60000	zhengding5	0	0	0	0	Sign1	MiniMap_Icon2	zhengding5_Normal	MiniMap_Icon2	zhengding5_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
636	Dung Hoàng Th¥n Vñc	320	320	zhengding6.scene	zhengding6.path	zhengding6.WCollision	zhengding6.jpg	2143	60000	zhengding6	0	0	0	0	Sign1	MiniMap_Icon2	zhengding6_Normal	MiniMap_Icon2	zhengding6_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
637	Công Hoàng Th¥n Vñc	320	320	zhengding7.scene	zhengding7.path	zhengding7.WCollision	zhengding7.jpg	2143	60000	zhengding7	0	0	0	0	Sign1	MiniMap_Icon2	zhengding7_Normal	MiniMap_Icon2	zhengding7_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
638	Thái Hoàng Th¥n Vñc	320	320	zhengding8.scene	zhengding8.path	zhengding8.WCollision	zhengding8.jpg	2143	60000	zhengding8	0	0	0	0	Sign1	MiniMap_Icon2	zhengding8_Normal	MiniMap_Icon2	zhengding8_Hover	Bát Hoàng Tranh Ðïnh	0.2;0.2	0	
639	Quân Thiên Thành (Ðêm)	256	256	juntianchengnight.scene	juntianchengnight.path	juntianchengnight.wCollision	juntianchengnight.jpg	2141	60000	juntianchengnight	0	0	0	0	Sign1	MiniMap_Icon8	Juntian_Normal	MiniMap_Icon8	Juntian_Hover	Quân Thiên Thành#rCó th¬ ðªn Qua MÕc Nam Thanh Nguyên và Thiên KÏ Nam Hoài#rM²i tu¥n, #G20:30 thÑ 7 #Ys¨ m· hoÕt ðµng #GBá Giä Thiên HÕ#Y.	0.2;0.2	1	
640	Th¥n Binh Các (C¤p 1)	320	320	banghuishenbingge.scene	banghuishenbingge.path	banghuishenbingge.wCollision	banghuishenbingge.jpg	111	60000	banghuishenbingge	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	Bang Hµi Th¥n Binh Các	0.2;0.2	0	
641	Th¥n Binh Ðß¶ng (C¤p 2)	320	320	banghuishenbingge.scene	banghuishenbingge.path	banghuishenbingge.wCollision	banghuishenbingge.jpg	111	60000	banghuishenbingge	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	Bang Hµi Th¥n Binh Các	0.2;0.2	0	
642	Th¥n Binh Ðàn (C¤p 3)	320	320	banghuishenbingge.scene	banghuishenbingge.path	banghuishenbingge.wCollision	banghuishenbingge.jpg	111	60000	banghuishenbingge	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	Bang Hµi Th¥n Binh Các	0.2;0.2	0	
643	Th¥n Binh Lâu (C¤p 4)	320	320	banghuishenbingge.scene	banghuishenbingge.path	banghuishenbingge.wCollision	banghuishenbingge.jpg	111	60000	banghuishenbingge	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	Bang Hµi Th¥n Binh Các	0.2;0.2	0	
644	Th¥n Binh Ði®n (C¤p 5)	320	320	banghuishenbingge.scene	banghuishenbingge.path	banghuishenbingge.wCollision	banghuishenbingge.jpg	111	60000	banghuishenbingge	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	Bang Hµi Th¥n Binh Các	0.2;0.2	0	
645	Huyªt Chiªn NhÕn Môn Quan	256	256	xuezhanymg.Scene	xuezhanymg.path	xuezhanymg.WCollision	xuezhanymg.jpg	2144	60000	xuezhanymg	0	0	0	0	Sign3	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Huyªt Chiªn Yªn Môn Quan	0.2;0.2	0	
646	Hàn Bång Häi Vñc	192	192	hanbinghaiyu.Scene	hanbinghaiyu.path	hanbinghaiyu.WCollision	hanbinghaiyu.jpg	2145	60000	hanbinghaiyu	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	KVK	0.2;0.2	0	
647	Di®t Thª Höa Qu§t	192	192	mieshihuoku.Scene	mieshihuoku.path	mieshihuoku.WCollision	mieshihuoku.jpg	2146	60000	mieshihuoku	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	KVK	0.2;0.2	0	
648	C± Ho£c Linh C¯c	192	192	guhuolinggu.Scene	guhuolinggu.path	guhuolinggu.WCollision	guhuolinggu.jpg	2147	60000	guhuolinggu	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	KVK	0.2;0.2	0	
649	Phòng dñ b¸ chiªn ð¤u 	256	256	KVK_Guild_War_Rest.Scene	KVK_Guild_War_Rest.path	KVK_Guild_War_Rest.WCollision	KVK_Guild_War_Rest.jpg	141	60000	KVK_Guild_War_Rest	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	KVK	0.2;0.2	0	
650	Vô Nhai Cänh	320	320	KVK_Guild_War.Scene	KVK_Guild_War.path	KVK_Guild_War.Wcollision	gaibang.jpg	2148	60000	KVK_Guild_War	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Chiªn Trß¶ng T	0.2;0.2	0	
651	Viêm Ma S½n	256	256	xinsanhuan.Scene	xinsanhuan.path	xinsanhuan.WCollision	xinsanhuan.jpg	147	60000	xinsanhuan	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tân Tam Hoàn	0.2;0.2	0	
652	Tam Tài Hi®p C¯c (Ð½n)	256	256	sancaixiagu.Scene	sancaixiagu.path	sancaixiagu.WCollision	sancaixiagu.jpg	147	60000	sancaixiagu_s	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tam Tài Hi®p C¯c	0.2;0.2	0	
653	Tam Tài Hi®p C¯c	256	256	sancaixiagu.Scene	sancaixiagu.path	sancaixiagu.WCollision	sancaixiagu.jpg	147	60000	sancaixiagu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tam Tài Hi®p C¯c	0.2;0.2	0	
654	Qu¥n Hùng Lôi	192	192	ZBS_GameArea.scene	ZBS_GameArea.path	ZBS_GameArea.wCollision	ZBS_GameArea.jpg	2130	60000	ZBS_GameArea	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Qu¥n Hùng Lôi	0.2;0.2	0	
655	Qu¥n Hùng Lôi	192	192	ZBS_GameArea.scene	ZBS_GameArea.path	ZBS_GameArea.wCollision	ZBS_GameArea.jpg	2130	60000	ZBS_GameArea	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Qu¥n Hùng Lôi	0.2;0.2	0	
656	Qu¥n Hùng Lôi	192	192	ZBS_GameArea.scene	ZBS_GameArea.path	ZBS_GameArea.wCollision	ZBS_GameArea.jpg	2130	60000	ZBS_GameArea	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Qu¥n Hùng Lôi	0.2;0.2	0	
657	Qu¥n Hùng Lôi	192	192	ZBS_GameArea.scene	ZBS_GameArea.path	ZBS_GameArea.wCollision	ZBS_GameArea.jpg	2130	60000	ZBS_GameArea	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Qu¥n Hùng Lôi	0.2;0.2	0	
658	Tø Nghîa Tinh Ðàn	96	96	zhenfalilian.Scene	zhenfalilian.path	zhenfalilian.Wcollision	zhenfalilian.jpg	2134	60000	zhenfalilian	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tr§n L¸ch Luy®n	0.2;0.2	0	
659	ÐÕo Trß¶ng Sß Môn	96	96	shimendaochang.Scene	shimendaochang.path	shimendaochang.wCollision	shimendaochang.jpg	108	60000	shimendaochang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	ÐÕo Trß¶ng Sß Môn	0.2;0.2	0	
660	Ðào Viên Cänh	96	96	taoyuanzhijing.scene	taoyuanzhijing.path	taoyuanzhijing.wCollision	taoyuanzhijing.jpg	108	60000	taoyuanzhijing	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðào Viên Cänh	0.2;0.2	0	
661	Giäi Ð¤u Ngôi Sao	192	192	ZBS_GameArea.scene	ZBS_GameArea.path	ZBS_GameArea.wCollision	ZBS_GameArea.jpg	2130	60000	ZBS_GameArea	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Chiªn Trß¶ng Giäi Ð¤u Ngôi Sao	0.2;0.2	0	
